年,都道府県市区町村,自民得票計,井上得票,投票者数,UC有無,HS有無,HC有無,A2101_住民基本台帳人口（日本人）,A210101_住民基本台帳人口（日本人）（男）,A210102_住民基本台帳人口（日本人）（女）,A2201_住民基本台帳人口（外国人）,A2301_住民基本台帳人口（総数）,A4101_出生数,A4200_死亡数,A5101_転入者数（日本人移動者）,A5102_転出者数（日本人移動者）,A5103_転入者数,A5104_転出者数,A7103_住民基本台帳世帯数（日本人）,A9101_婚姻件数,A9201_離婚件数,B1101_総面積（北方地域及び竹島を除く）,B1102_総面積（北方地域及び竹島を含む）,B1103_可住地面積,B1104_主要湖沼面積,C120110_課税対象所得,C120120_納税義務者数（所得割）,C120130_納税義務者数（均等割）,C3107_耕地面積,C3403_製造業事業所数,C3404_製造業従業者数,D1202_一般行政部門職員数（市区町村）,E1101_幼稚園数,E1501_幼稚園在園者数,E2101_小学校数,E2401_小学校教員数,E2501_小学校児童数,E3101_中学校数,E3401_中学校教員数,E3501_中学校生徒数,E3901_義務教育学校数,E3902_義務教育学校前期課程学級数,E3903_義務教育学校後期課程学級数,E3904_義務教育学校教員数,E3905_義務教育学校前期課程児童数,E3906_義務教育学校後期課程生徒数,E4101_高等学校数,E4501_高等学校生徒数,F1101_労働力人口,F110101_労働力人口（男）,F110102_労働力人口（女）,F1102_就業者数,F110201_就業者数（男）,F110202_就業者数（女）,F1103_就業者数・主に仕事,F1104_就業者数・家事のほか仕事,F1105_就業者数・通学のかたわら仕事,F1106_就業者数・休業者,F1107_完全失業者数,F110701_完全失業者数（男）,F110702_完全失業者数（女）,F1108_非労働力人口,F110801_非労働力人口（男）,F110802_非労働力人口（女）,F1109_非労働力人口・家事,F1110_非労働力人口・通学,F1111_非労働力人口・その他,F1301_農林漁業者,F1302_農林漁業雇用者,F1303_会社団体役員,F1304_商店主,F1305_工場主,F1306_サービス・その他の事業主,F1307_専門職業者,F1308_技術者,F1309_教員・宗教家,F1310_文筆家・芸術家・芸能家,F1311_管理職,F1312_事務職,F1313_販売人,F1314_技能者,F1315_労務作業者,F1316_個人サービス人,F1317_保安職,F1318_内職者,F2116_就業者数（65歳以上）,F2201_第1次産業就業者数,F2211_第2次産業就業者数,F2221_第3次産業就業者数,F2401_雇用者数（国勢調査結果）,F2402_役員数,F2403_雇人のある業主数,F2404_雇人のない業主数,F2405_家族従業者数（国勢調査結果）,F2406_自営業主及び家族従業者数,F2409_雇用者数（正規の職員・従業員）,F2410_雇用者数（労働者派遣事業所の派遣社員）,F2411_雇用者数（パート・アルバイト・その他）,F2701_自市区町村で従業している就業者数,F270101_自市区町村で従業している就業者数（男）,F270102_自市区町村で従業している就業者数（女）,F2702_県内他市区町村で従業している就業者数,F270201_県内他市区町村で従業している就業者数（男）,F270202_県内他市区町村で従業している就業者数（女）,F2703_他県で従業している就業者数,F270301_他県で従業している就業者数（男）,F270302_他県で従業している就業者数（女）,F2705_他市区町村への通勤者数,F270501_他市区町村への通勤者数（男）,F270502_他市区町村への通勤者数（女）,F2801_従業地による就業者数,F2802_他県に常住している就業者数,F2803_他市区町村からの通勤者数,G1201_公民館数,G1401_図書館数,H1800_着工新設住宅戸数,H1801_着工新設持家数,H1802_着工新設貸家数,H1803_着工新設分譲住宅数,H1804_着工新設給与住宅数,H1810_着工新設持家・分譲住宅数,H2600_着工新設住宅床面積,H2601_着工新設持家床面積,H2602_着工新設分譲住宅床面積,H2603_着工新設貸家床面積,H2604_着工新設給与住宅床面積,H7207_軽自動車等台数,H7208_二輪の小型自動車台数,H7209_原動機付自転車台数,H720901_原動機付自転車台数（50ｃｃ以下）,H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）,H720903_原動機付自転車台数（90ｃｃ超）,H720904_原動機付自転車台数（ミニカー）,H7210_軽自動車及び小型特殊自動車台数,H721001_二輪車台数（側車付のものを含む）,H721002_三輪車台数,H7701_テレビ放送受信契約数,H770101_衛星放送受信契約数,I5101_病院数,I510110_精神科病院数,I510120_一般病院数,I510150_療養病床を有する病院数,I5102_一般診療所数,I510201_有床一般診療所数,I5103_歯科診療所数,I5211_病院病床数,I5212_一般診療所病床数,I5511_介護老人保健施設数（基本票）,I5512_介護老人保健施設定員数（基本票）,J2221_保護施設数（基本票）（医療保護施設を除く）,J230127_介護老人福祉施設数（基本票）,J230128_介護老人福祉施設定員数（基本票）,J2304_老人福祉施設数（基本票）,J230411_養護老人ホーム数（基本票）,J230412_養護老人ホーム定員数（基本票）,J230421_有料老人ホーム数（基本票）,J230422_有料老人ホーム定員数（基本票）,J230431_軽費老人ホーム数（基本票）,J230432_軽費老人ホーム定員数（基本票）,J250204_児童福祉施設等数（基本票）,J250302_保育所等数（基本票）,J250303_公営保育所等数（基本票）,J2804_母子・父子福祉施設数（基本票）,J2905_障害者支援施設等数（基本票）,J2906_婦人保護施設数（基本票）,J4101_国民健康保険被保険者数
2019,青森県六ヶ所村,1960.975,6.857,4290,0,0,0,10020,5420,4600,111,10131,56,135,404,438,415,462,4815,44,23,25268,25268,11231,1211,16442096,5088,5554,3740,12,3455,165,0,0,4,54,445,3,45,243,0,0,0,0,0,0,1,151,6312,4140,2172,6095,3986,2109,5652,373,3,67,217,154,63,2782,918,1864,864,286,1632,500,180,120,40,30,40,40,570,160,20,50,1200,220,1470,610,470,220,0,620,787,2346,2931,5069,244,108,314,326,748,4025,93,951,5648,3712,1936,350,189,161,56,55,1,406,244,162,11476,228,5787,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5171,113,214,171,7,27,9,4844,77,0,4964,3583,0,0,0,0,7,1,1,0,19,1,29,0,1,70,1,0,0,0,0,0,0,4,4,3,0,1,0,1885
2019,青森県おいらせ町,4101.979,12,9328,0,0,0,25027,12116,12911,261,25288,188,288,1009,907,1035,926,10344,81,41,7196,7196,5897,0,29244840,11018,12394,3260,30,1258,116,1,68,5,95,1396,3,62,689,0,0,0,0,0,0,1,383,12706,6927,5779,12060,6533,5527,10375,1417,35,233,646,394,252,7623,2648,4975,2586,1156,3881,760,220,130,120,110,100,50,690,500,70,20,1780,1090,3210,1070,1180,710,20,1371,1119,3387,7204,9878,350,269,776,579,1624,6711,245,2922,5074,2343,2731,6594,3910,2684,145,132,13,6739,4042,2697,9026,30,3705,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12512,320,732,528,72,110,22,11460,249,0,8685,3385,2,0,2,1,11,0,6,138,0,1,50,0,2,100,2,0,0,5,168,1,20,17,13,0,0,1,0,5308
2019,青森県大間町,725.999,8,1704,0,0,0,5111,2616,2495,14,5125,28,80,153,209,155,213,2497,16,10,5210,5210,1432,0,5721412,1925,2285,334,6,38,54,1,22,2,24,244,2,26,136,0,0,0,0,0,0,1,120,2709,1737,972,2569,1627,942,2128,374,0,67,140,110,30,1805,527,1278,779,191,835,590,50,30,40,10,30,10,120,110,10,20,350,150,410,330,230,100,0,424,612,566,1380,1678,88,80,441,256,777,1149,11,518,2323,1470,853,181,101,80,41,40,1,222,141,81,2911,60,564,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,11,127,115,4,7,1,1846,23,0,2295,892,1,0,1,0,2,0,1,48,0,0,0,0,1,60,0,0,0,0,0,0,0,2,2,0,0,0,0,1678
2019,青森県東通村,1271.333,4,2605,0,0,0,6143,3176,2967,10,6153,33,125,168,251,173,256,2801,25,12,29527,29527,6394,0,6738060,2423,2863,1880,4,148,79,0,0,1,28,282,1,21,146,0,0,0,0,0,0,0,0,3609,2334,1275,3466,2234,1232,2967,430,0,69,143,100,43,2236,708,1528,825,194,1217,720,190,50,40,0,30,10,160,70,0,40,410,110,740,420,300,110,0,566,960,854,1650,2477,78,83,483,335,901,1798,25,654,2410,1624,786,953,520,433,77,73,4,1030,593,437,3357,65,921,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058,45,214,187,9,11,7,2799,64,0,2457,1387,0,0,0,0,4,1,2,0,19,1,50,0,0,0,0,0,0,2,25,0,0,1,1,0,0,0,0,1768
2019,青森県風間浦村,418,0,924,0,0,0,1794,871,923,2,1796,6,48,28,47,28,47,900,4,3,6955,6955,544,0,1399082,613,761,12,5,75,33,0,0,1,11,52,1,11,40,0,0,0,0,0,0,0,0,1031,624,407,955,561,394,767,168,0,20,76,63,13,774,272,502,291,51,432,160,20,10,20,0,10,0,30,30,0,10,120,50,180,110,130,50,0,206,199,208,547,651,40,29,154,79,262,397,5,249,609,350,259,296,164,132,44,43,1,340,207,133,736,1,121,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,16,35,29,3,1,2,630,14,0,879,687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,553
2019,青森県佐井村,383,2,881,0,0,0,1911,957,954,1,1912,6,42,31,42,31,44,939,2,1,13504,13504,1669,0,1512798,634,807,302,1,28,37,0,0,2,9,49,2,22,35,0,0,0,0,0,0,0,0,1038,648,390,973,597,376,784,163,0,26,65,51,14,914,316,598,341,56,517,190,40,10,10,0,10,0,30,60,0,10,120,50,170,120,120,30,0,222,233,233,491,622,29,30,147,129,306,410,5,207,763,463,300,178,105,73,18,17,1,196,122,74,863,0,86,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,4,103,95,2,4,2,705,8,0,890,393,0,0,0,0,3,0,1,0,0,0,0,0,1,39,0,0,0,0,0,0,0,1,1,0,0,0,0,602
2019,青森県三戸町,2416.865,2,5270,0,0,0,9629,4627,5002,61,9690,44,165,171,261,180,265,4185,24,11,15179,15179,5382,0,8716871,3747,4501,2470,14,433,88,1,0,3,40,382,2,29,213,0,0,0,0,0,0,1,116,5373,2920,2453,5112,2727,2385,4493,553,8,58,261,193,68,3624,1247,2377,974,354,2296,1350,160,50,80,30,40,40,200,170,20,10,660,380,1020,350,450,80,10,1094,1582,968,2517,3036,186,212,693,944,1849,2119,82,835,3554,1785,1769,1150,711,439,356,202,154,1506,913,593,5091,236,1485,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6854,120,669,544,64,47,14,6065,128,0,3684,1587,1,0,1,1,3,0,3,142,0,1,51,0,1,50,1,0,0,2,65,0,0,6,4,1,0,1,0,2846
2019,青森県五戸町,2860.072,5,6502,0,0,0,16607,8006,8601,72,16679,73,285,299,421,309,429,6963,30,25,17767,17767,8501,0,16234781,6620,7854,4390,35,1117,113,2,54,4,67,632,3,41,331,0,0,0,0,0,0,1,97,9522,5194,4328,9036,4868,4168,7926,977,19,114,486,326,160,6185,2195,3990,1842,696,3647,1710,180,130,110,90,40,40,400,330,50,30,1130,710,2350,860,850,110,20,1914,2069,2344,4594,6225,317,188,1213,1057,2458,4320,111,1794,5430,2620,2810,3466,2135,1331,92,83,9,3558,2218,1340,7576,35,2098,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11412,175,892,708,71,91,22,10345,176,0,6461,4562,1,0,1,0,10,1,7,165,18,0,0,0,2,105,0,0,0,4,136,0,0,5,5,0,0,2,0,4244
2019,青森県田子町,1136.999,2,2293,0,0,0,5269,2564,2705,13,5282,22,91,70,111,71,111,2128,15,2,24198,24198,4747,0,4757575,2016,2430,2620,11,385,68,1,9,3,26,177,1,13,106,0,0,0,0,0,0,1,20,3099,1636,1463,2997,1563,1434,2623,346,1,27,102,73,29,1921,687,1234,441,181,1299,890,150,30,20,20,30,10,90,70,10,10,290,180,650,220,270,20,10,753,1098,708,1186,1774,118,103,417,580,1100,1253,24,497,2317,1193,1124,560,303,257,111,62,49,671,365,306,2933,112,607,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4496,37,297,251,20,18,8,4162,46,0,2041,1339,0,0,0,0,3,0,2,0,0,1,29,0,1,50,1,0,0,0,0,0,0,2,2,0,0,0,0,1568
2019,青森県南部町,2880.066,14,6448,0,0,0,17526,8353,9173,43,17569,71,320,397,453,404,457,7446,33,25,15312,15312,7615,0,16402049,6858,7986,3600,18,586,147,1,69,8,90,663,4,55,383,0,0,0,0,0,0,1,249,9745,5240,4505,9370,4988,4382,8217,1016,14,123,375,252,123,6625,2329,4296,1746,771,4108,1920,150,130,110,50,80,50,570,430,40,30,1360,650,1750,690,910,150,0,1988,2355,2039,4915,6069,355,258,1357,1256,2871,4127,118,1824,5281,2491,2790,3802,2289,1513,224,165,59,4026,2454,1572,6974,72,1630,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11383,241,854,678,81,76,19,10288,186,0,6649,2768,2,0,2,1,7,1,5,126,10,2,170,0,3,150,3,0,0,5,101,0,0,4,3,0,0,1,0,4726
2019,青森県階上町,1750.999,5,4813,0,0,0,13153,6609,6544,79,13232,64,192,361,419,370,419,5926,27,21,9400,9400,3932,0,14546416,5803,6529,1200,15,677,76,0,0,6,63,522,2,38,278,0,0,0,0,0,0,0,0,6933,3922,3011,6480,3641,2839,5623,646,95,116,453,281,172,5299,2107,3192,1570,1094,2635,240,250,90,20,70,80,20,400,190,40,10,810,610,2000,690,720,80,10,669,563,1961,3818,5400,246,120,392,208,720,3477,125,1798,2264,1073,1191,3681,2168,1513,418,322,96,4099,2490,1609,3905,323,1524,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6068,109,339,260,37,37,5,5620,122,0,4904,1912,0,0,0,0,3,0,3,0,0,0,0,0,2,114,1,0,0,16,176,0,0,4,4,0,0,0,0,3213
2019,青森県新郷村,439,0,1160,0,0,0,2352,1160,1192,7,2359,8,54,29,47,30,48,912,7,1,15077,15077,3327,0,1755113,769,989,1740,1,19,49,0,0,2,20,82,2,20,29,0,0,0,0,0,0,0,0,1447,796,651,1407,764,643,1196,204,0,7,40,32,8,854,306,548,230,77,547,570,60,10,20,10,10,0,30,20,0,10,120,60,200,110,120,10,0,449,682,243,481,688,32,50,281,354,685,451,13,224,1047,562,485,351,195,156,3,3,0,354,198,156,1296,2,243,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580,32,187,154,25,7,1,2361,28,0,894,378,0,0,0,0,1,0,0,0,0,1,50,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,739
2019,岩手県盛岡市,40154.675,315.826,131859,1,1,1,285205,134684,150521,1615,286820,1873,3135,10647,11089,10855,11282,135532,1184,430,88647,88647,23656,0,436595032,137376,147300,8670,146,5565,1356,20,1931,44,927,14634,27,608,7611,0,0,0,0,0,0,17,10259,150121,81756,68365,143723,77863,65860,123304,15412,2440,2567,6398,3893,2505,99669,34325,65344,35478,17597,46594,3950,750,2960,1030,710,1210,4580,12810,8560,1940,710,31670,20040,20610,9750,16410,2540,160,15341,4797,20013,115081,120167,6365,2607,8305,4199,15111,81138,2756,36273,119518,61566,57952,20561,13719,6842,1644,1397,247,22205,15116,7089,157402,1964,35884,15,4,1797,960,627,182,28,1142,158181,111623,18420,27354,784,93265,3189,10786,8059,923,1656,148,79290,3181,0,121342,69045,27,5,22,11,264,30,198,4961,333,10,888,0,22,1454,36,2,100,87,2166,6,299,146,71,10,0,19,1,52743
2019,岩手県宮古市,10139.539,18.75,25645,0,0,1,50405,24261,26144,157,50562,265,861,1066,1606,1087,1656,23283,158,79,125915,125915,11758,0,55329053,21274,24489,2030,109,2682,454,3,408,15,214,2062,11,157,1164,0,0,0,0,0,0,4,1330,27770,16460,11310,26507,15575,10932,23184,2740,104,479,1263,885,378,21799,7663,14136,7282,2084,12433,1610,450,490,350,170,260,190,1840,1510,120,140,3760,2390,5730,2600,2800,590,20,3953,2099,7411,16705,21027,1020,621,2136,1411,4168,14814,329,5884,24406,13982,10424,1539,1156,383,260,246,14,1799,1402,397,27721,540,3013,18,1,113,103,4,6,0,109,12940,12235,542,163,0,23508,629,2588,1904,242,379,63,20291,724,0,22108,12965,4,2,2,1,33,6,20,1057,73,2,196,1,5,370,2,1,50,1,21,1,18,23,16,11,0,6,0,12399
2019,岩手県大船渡市,7157.559,22,18921,0,0,1,34781,16754,18027,326,35107,165,570,767,1007,783,1150,14552,106,45,32251,32251,5429,0,41703759,15442,17466,672,95,2508,265,1,47,11,160,1425,5,92,763,0,0,0,0,0,0,2,817,19513,11188,8325,18838,10754,8084,16628,1847,22,341,675,434,241,13650,4716,8934,4653,1285,7712,890,430,430,250,160,260,180,1220,1120,160,130,3190,1590,4460,1970,1830,280,70,2853,1393,5585,11625,14709,821,486,1622,977,3085,10596,213,3900,16653,9285,7368,1789,1166,623,200,168,32,1989,1334,655,20301,467,3452,13,1,94,82,10,2,0,84,10789,10048,216,525,0,16378,396,1235,970,85,168,12,14747,376,0,14223,9731,1,0,1,0,27,1,17,489,19,1,152,0,5,226,1,1,50,0,0,0,0,14,12,3,0,3,0,8484
2019,岩手県花巻市,14241.008,28,46450,1,0,1,93948,44892,49056,490,94438,492,1407,2211,2147,2257,2205,37628,308,120,90839,90839,32339,0,111796774,42637,47917,15800,200,8072,595,7,528,19,329,4433,11,211,2374,0,0,0,0,0,0,6,2788,51180,27944,23236,49218,26661,22557,42328,6015,190,685,1962,1283,679,33610,11641,21969,10708,4572,18330,5750,450,1000,500,240,390,430,2940,2890,310,170,6990,4760,11620,4090,5310,550,50,8368,6007,12923,29641,38125,1912,920,4635,3296,8851,26050,977,11098,37067,18517,18550,11423,7614,3809,324,289,35,11747,7903,3844,45616,186,8145,0,4,474,267,142,64,1,331,45205,31892,6728,6490,95,52896,1244,3875,3009,310,459,97,47777,1267,2,35854,20387,6,1,5,2,65,7,34,872,105,6,535,1,9,616,6,2,110,6,131,4,180,44,35,11,0,4,0,18798
2019,岩手県北上市,13225.366,25,44140,0,0,0,91610,45588,46022,760,92370,565,1061,3199,2933,3315,2996,38699,358,161,43755,43755,20325,0,129215620,44272,48880,9090,238,14830,478,10,914,17,352,4887,9,198,2528,0,0,0,0,0,0,4,2565,49063,28025,21038,47239,26812,20427,41181,5280,140,638,1824,1213,611,28538,9651,18887,10024,4282,14232,2510,550,940,390,370,420,370,3300,1990,300,220,7490,5130,14370,3990,4250,650,30,5563,3103,17056,26246,39137,1604,810,3232,1996,6038,26629,1494,11014,37348,20052,17296,9011,6099,2912,391,350,41,9402,6449,2953,51561,692,13724,0,3,822,312,423,86,1,398,64318,36153,9215,18828,122,44354,1259,2666,1884,286,416,80,40429,1279,1,34604,18019,3,1,2,0,63,5,39,917,52,3,200,0,5,380,6,1,50,7,127,4,110,50,19,7,0,5,0,16432
2019,岩手県久慈市,7294.239,32,19704,0,0,1,33784,16462,17322,310,34094,195,492,769,1017,806,1090,15355,90,42,62350,62350,8936,0,39088644,14439,16200,2850,68,2593,270,0,0,14,179,1624,8,124,883,0,0,0,0,0,0,3,1002,18039,10033,8006,17134,9448,7686,15014,1757,20,343,905,585,320,12809,4448,8361,3855,1443,7511,820,660,400,130,100,170,110,1270,980,70,150,2740,1180,4250,1760,1880,260,70,2095,1607,4852,10626,13939,716,408,1285,723,2416,9899,165,3875,15126,7894,7232,1268,890,378,674,630,44,1942,1520,422,17481,251,2289,0,2,104,90,8,5,1,95,11413,10485,420,401,107,17067,404,1568,1212,172,156,28,15095,443,0,13647,5935,3,1,2,2,22,2,13,625,36,3,212,0,3,150,2,1,50,1,30,0,0,21,20,2,0,9,0,8078
2019,岩手県遠野市,5446.651,9,13899,0,0,0,25834,12458,13376,179,26013,126,500,451,616,473,631,10526,57,22,82597,82597,14247,0,25697553,10575,12308,7060,60,2271,200,1,24,11,134,1125,3,57,611,0,0,0,0,0,0,2,510,14850,8346,6504,14291,7954,6337,11934,2153,6,198,559,392,167,10079,3510,6569,4171,975,4933,2030,340,180,130,90,200,70,730,670,50,80,1900,900,3540,1430,1500,180,40,2872,2632,4424,7212,10235,470,301,1875,1363,3539,7180,159,2896,12432,6578,5854,1761,1294,467,62,58,4,1823,1352,471,13715,74,1247,10,2,63,52,10,1,0,53,6977,6457,99,421,0,16196,288,1439,1191,105,115,28,14469,290,0,9969,4661,2,1,1,0,16,0,11,269,0,2,179,0,4,180,1,1,50,2,15,0,0,22,14,0,0,4,0,6058
2019,岩手県一関市,18254.527,47.243,57491,1,0,1,112758,54900,57858,846,113604,553,1780,2115,2696,2178,2789,45537,325,148,125642,125642,47901,0,124838351,48504,55507,18100,250,10796,807,10,301,28,437,5085,17,289,2953,0,0,0,0,0,0,8,3309,62608,35455,27153,60063,33715,26348,51672,7386,176,829,2545,1740,805,43433,15284,28149,14220,5294,23919,6670,810,790,720,470,540,630,4040,2800,240,230,8900,5340,15680,4670,6320,810,220,10279,7939,18078,33328,45598,2302,1192,6321,4240,11753,31496,1179,12923,52517,28435,24082,3881,2769,1112,3262,2261,1001,7143,5030,2113,59385,2334,6465,0,8,344,220,89,34,1,254,33871,26463,3402,3927,79,64645,1613,5430,4223,431,639,137,57602,1554,1,42294,22453,10,1,9,1,81,8,50,1531,107,7,592,0,14,810,9,2,125,11,286,4,146,46,34,17,0,8,0,25619
2019,岩手県陸前高田市,3662.899,6.666,10214,0,0,0,18458,8974,9484,179,18637,95,347,404,447,428,459,7452,47,22,23194,23194,4915,0,19437219,7687,8890,819,31,872,168,1,0,8,98,683,2,45,383,0,0,0,0,0,0,1,365,10052,5903,4149,9697,5661,4036,8473,1030,18,176,355,242,113,7567,2686,4881,2355,714,4498,730,290,170,120,80,120,50,690,600,60,50,1280,780,2710,1030,900,120,20,1581,1097,3306,5272,7678,320,250,878,535,1663,5502,83,2093,6863,3792,3071,2245,1406,839,545,431,114,2790,1837,953,8982,464,2075,12,1,73,73,0,0,0,73,8566,8566,0,0,0,9863,218,780,611,51,103,15,8865,194,0,7391,4949,2,0,2,1,8,1,7,213,19,1,190,0,2,90,0,0,0,1,20,0,0,8,8,3,0,1,0,4564
2019,岩手県釜石市,6223.874,33.6,17283,0,0,1,31923,15227,16696,253,32176,130,603,765,1093,806,1132,15883,100,31,44035,44035,5155,0,37689139,13965,15824,758,67,3441,324,2,75,9,129,1252,5,82,696,0,0,0,0,0,0,2,749,18318,11127,7191,17547,10596,6951,15515,1689,14,329,771,531,240,14595,4996,9599,5437,1077,8081,560,250,330,190,110,200,160,1540,740,140,60,3200,1680,4630,1840,1720,310,40,2426,744,5802,10970,14633,794,353,1218,512,2083,10330,177,4126,16173,9567,6606,1235,915,320,81,75,6,1316,990,326,20256,523,4025,15,1,103,79,10,14,0,93,11054,9021,1472,561,0,13261,379,1040,773,81,144,42,11842,396,0,15223,9260,5,1,4,1,17,2,15,929,21,2,192,0,3,206,2,1,50,3,55,0,0,23,9,1,0,6,0,7354
2019,岩手県二戸市,4512.379,9,11519,0,0,1,25935,12360,13575,203,26138,124,402,541,696,549,715,11649,53,30,42042,42042,10917,0,28114305,11350,12916,4460,41,2115,249,1,26,8,110,1093,3,57,614,0,0,0,0,0,0,2,573,15114,8070,7044,14580,7705,6875,12842,1494,17,227,534,365,169,9233,3208,6025,2707,1136,5390,2440,390,310,130,80,160,90,820,650,60,40,1920,1090,3530,1260,1260,200,30,2666,2734,3792,7972,10369,569,397,1669,1503,3569,7384,140,2845,11940,6001,5939,1973,1222,751,581,437,144,2554,1659,895,15256,624,3230,18,1,73,60,10,0,3,60,7724,6947,0,462,315,16791,308,1174,881,104,135,54,15309,323,0,10612,5065,1,0,1,0,18,5,14,263,65,1,100,0,3,164,4,1,50,8,121,2,80,7,6,3,0,3,0,6438
2019,岩手県八幡平市,4626.918,9,11616,0,0,0,24652,11906,12746,136,24788,86,418,496,631,538,663,10433,77,28,86230,86230,20119,0,25124800,10240,11994,9220,61,2188,255,1,32,10,106,909,4,58,529,0,0,0,0,0,0,1,165,14438,7973,6465,13845,7567,6278,11962,1686,30,167,593,406,187,9253,3249,6004,2429,1012,5812,2440,370,220,100,50,150,60,590,350,80,90,1750,950,3460,1250,1600,220,20,2760,3222,3486,7122,9590,486,293,1802,1662,3757,6523,153,2914,10532,5419,5113,3177,2044,1133,118,93,25,3295,2137,1158,13266,100,2716,0,1,75,59,14,2,0,61,8025,6965,159,901,0,17925,261,1377,1106,98,129,44,16287,294,0,11059,6485,2,0,2,1,13,2,9,210,21,3,288,0,4,273,1,0,0,4,33,1,50,17,11,5,0,1,0,6288
2019,岩手県奥州市,15562.756,49,58079,0,1,1,114009,55464,58545,635,114644,627,1728,2224,2616,2275,2660,45297,349,178,99330,99330,44779,0,136558851,51370,57942,19800,269,10227,619,11,445,27,427,5453,9,232,2851,0,0,0,0,0,0,8,2541,63950,35890,28060,61595,34273,27322,52708,7858,129,900,2355,1617,738,39611,13280,26331,13533,4932,21146,7880,890,1090,570,470,710,550,3970,2550,320,200,8560,5450,15510,4560,6590,700,70,11032,8816,17578,34499,45952,2497,1294,6781,4676,12751,31173,1286,13493,50474,26434,24040,10115,7085,3030,474,413,61,10589,7498,3091,58721,336,7715,0,4,596,355,167,73,1,428,56749,40935,7728,8012,74,70909,1543,5302,4086,472,596,148,64064,1553,2,40961,20110,9,1,8,4,91,9,49,1603,136,5,428,0,11,666,3,2,132,21,307,1,50,38,33,10,0,9,0,24072
2019,岩手県滝沢市,8679.101,54.987,26834,0,0,0,55346,27228,28118,259,55605,405,485,2517,2294,2554,2357,23407,202,78,18246,18246,8876,0,71455238,26271,28986,3410,45,1993,228,2,308,9,198,3227,6,120,1598,0,0,0,0,0,0,2,1215,28955,16113,12842,27861,15458,12403,23901,3104,426,430,1094,655,439,16797,5953,10844,5846,3598,7353,870,470,430,110,210,200,180,2330,1250,260,130,4150,2950,6220,2790,3440,1530,30,2726,1399,6100,19792,23458,993,409,1801,878,3088,15335,541,7582,10958,5969,4989,16297,9029,7268,324,295,29,16621,9324,7297,19164,118,7924,0,1,292,216,54,22,0,238,29947,24673,2348,2926,0,23068,846,2001,1415,213,333,40,20221,845,0,19802,10267,2,0,2,1,23,1,20,230,10,3,295,0,3,183,2,0,0,13,248,1,50,16,15,0,0,3,0,10164
2019,岩手県雫石町,3233.934,9,10017,0,1,0,16064,7712,8352,49,16113,64,278,306,374,316,377,6328,37,22,60882,60882,12964,0,16774669,6848,8105,6000,25,1195,176,1,12,5,70,686,1,27,372,0,0,0,0,0,0,1,78,9465,5157,4308,9148,4940,4208,7807,1200,38,103,317,217,100,5570,1951,3619,1654,699,3217,1340,210,140,50,60,100,50,490,290,100,50,1260,810,1740,910,1330,90,0,1780,1663,1797,5552,6679,317,174,1003,902,2079,4315,151,2213,5583,2817,2766,3409,2004,1405,86,80,6,3495,2084,1411,8414,63,2761,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10900,235,877,671,76,103,27,9788,247,0,6659,3762,2,0,2,1,13,2,6,188,28,3,169,0,2,130,1,1,100,3,38,0,0,7,6,2,0,3,0,3744
2019,岩手県葛巻町,1419,0,2955,0,0,0,5849,2876,2973,25,5874,22,122,95,140,98,140,2689,13,4,43496,43496,6442,0,5061973,2167,2613,3780,13,238,83,0,0,4,38,188,3,32,104,0,0,0,0,0,0,1,131,3143,1821,1322,3014,1716,1298,2599,366,4,45,129,105,24,2672,946,1726,822,172,1678,600,170,20,40,20,40,30,120,80,10,20,310,150,670,330,300,20,0,673,855,792,1357,1988,88,82,383,449,914,1326,28,634,2455,1338,1117,533,357,176,15,14,1,548,371,177,2781,6,315,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880,31,444,378,22,40,4,3405,59,0,2537,843,1,0,1,1,3,1,3,78,19,1,78,0,1,55,2,1,50,0,0,0,0,2,1,1,0,1,0,1821
